NO,DISTRIK,RESORT,HURIA,Total Input Januari 2023,Total Terima Januari 2023,Target Januari 2023,% Januari 2023,Total Input Februari 2023,Total Terima Februari 2023,Target Februari 2023,% Februari 2023,Total Input Maret 2023,Total Terima Maret 2023,Target Maret 2023,% Maret 2023,Total Input April 2023,Total Terima April 2023,Target April 2023,% April 2023,Total Input Mei 2023,Total Terima Mei 2023,Target Mei 2023,% Mei 2023,Total Input Juni 2023,Total Terima Juni 2023,Target Juni 2023,% Juni 2023,Total Input Juli 2023,Total Terima Juli 2023,Target Juli 2023,% Juli 2023,Total Input Agustus 2023,Total Terima Agustus 2023,Target Agustus 2023,% Agustus 2023,Total Input September 2023,Total Terima September 2023,Target September 2023,% September 2023,Total Input Oktober 2023,Total Terima Oktober 2023,Target Oktober 2023,% Oktober 2023,Total Input November 2023,Total Terima November 2023,Target November 2023,% November 2023,Total Input Desember 2023,Total Terima Desember 2023,Target Desember 2023,% Desember 2023,Total Input Januari 2024,Total Terima Januari 2024,Target Januari 2024,% Januari 2024,Total Input Februari 2024,Total Terima Februari 2024,Target Februari 2024,% Februari 2024,Total Input Maret 2024,Total Terima Maret 2024,Target Maret 2024,% Maret 2024,Total Input April 2024,Total Terima April 2024,Target April 2024,% April 2024,Total Input Mei 2024,Total Terima Mei 2024,Target Mei 2024,% Mei 2024,Total Input Juni 2024,Total Terima Juni 2024,Target Juni 2024,% Juni 2024,Total Input Juli 2024,Total Terima Juli 2024,Target Juli 2024,% Juli 2024
3417,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bunga Tanjung,Huria HKBP Martin Luther,6822750,6822750,15345000,44.46236559,5251400,5251400,15345000,34.22222222,9167950,9167950,15345000,59.74551971,10525350,10525350,15345000,68.59139785,8556900,8556900,15345000,55.76344086,7869950,7869950,15345000,51.28673835,7773700,7773700,15345000,50.65949821,7819350,7819350,15345000,50.95698925,6457000,6457000,15345000,42.07885305,9891750,9891750,15345000,64.46236559,7206925,7206925,15345000,46.96594982,16546200,16546200,15345000,107.827957,7524000,7524000,9022429,83.39217743,5837700,5837700,9022429,64.70208854,9857650,9857650,9022429,109.2571635,7788550,7788550,9022429,86.32431466,10598500,10598500,9022429,117.4683669,8233775,8233775,9022429,91.25896142,7046050,7046050,9022429,78.09482347
3418,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bunga Tanjung,Huria HKBP Rogate,1686850,1686850,4603500,36.6427718,1312850,1312850,4603500,28.51851852,2028400,2028400,4603500,44.06212664,2670250,2670250,4603500,58.00477897,2438700,2438700,4603500,52.97491039,2293500,2293500,4603500,49.82078853,2827550,2827550,4603500,61.42174432,2553100,2553100,4603500,55.45997611,1818300,1818300,4603500,39.49820789,2379850,2379850,4603500,51.69653524,1763300,1763300,4603500,38.30346476,3848350,3848350,4603500,83.59617682,1729750,1729750,2530816,68.34752112,1801250,1801250,2530816,71.17269687,1572450,1572450,2530816,62.13213446,1942050,1942050,2530816,76.73611989,1794100,1794100,2530816,70.89017929,3809300,3809300,2530816,150.5166713,2190100,2190100,2530816,86.53730654
3419,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bunga Tanjung,Huria HKBP Exodus Simpang Bangko,3138850,3138850,4603500,68.18399044,2269300,2269300,4603500,49.29510155,4221250,4221250,4603500,91.69653524,5067150,5067150,4603500,110.0716846,3724050,3724050,4603500,80.89605735,4512750,4512750,4603500,98.02867384,3657500,3657500,4603500,79.45041816,3192750,3192750,4603500,69.35483871,2787950,2787950,4603500,60.56152927,3428700,3428700,4603500,74.48028674,3711950,3711950,4603500,80.63321386,6336825,6336825,4603500,137.6523297,2645500,2645500,4410546,59.98123588,3102550,3102550,4410546,70.34389847,4919200,4919200,4410546,111.5326765,3100900,3100900,4410546,70.30648813,3692700,3692700,4410546,83.72432801,3745500,3745500,4410546,84.9214587,3429250,3429250,4410546,77.75114464
3420,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bunga Tanjung,Huria HKBP Tanah Merah,1163800,1163800,1534500,75.84229391,1024100,1024100,1534500,66.73835125,1778150,1778150,1534500,115.8781362,1906300,1906300,1534500,124.2293907,1764950,1764950,1534500,115.0179211,1162150,1162150,1534500,75.73476703,3055250,3055250,1534500,199.1039427,2117500,2117500,1534500,137.9928315,2420550,2420550,1534500,157.7419355,2988700,2988700,1534500,194.7670251,2465100,2465100,1534500,160.6451613,3572250,3572250,1534500,232.7956989,1473450,1473450,1966304,74.93500496,1644500,1644500,1966304,83.63406676,2899050,2899050,1966304,147.4365103,1651650,1651650,1966304,83.99769313,3017850,3017850,1966304,153.4783024,2669700,2669700,1966304,135.772495,1625250,1625250,1966304,82.65507266
3421,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bunga Tanjung,Huria HKBP Batu Teritib,425700,425700,3069000,13.87096774,464750,464750,3069000,15.14336918,443850,443850,3069000,14.46236559,481250,481250,3069000,15.68100358,321200,321200,3069000,10.46594982,381700,381700,3069000,12.43727599,1126400,1126400,3069000,36.70250896,396000,396000,3069000,12.90322581,361900,361900,3069000,11.7921147,567600,567600,3069000,18.49462366,369050,369050,3069000,12.02508961,697400,697400,3069000,22.72401434,324500,324500,604560,53.67540029,427350,427350,604560,70.68777293,931150,931150,604560,154.0211063,472450,472450,604560,78.14774381,565400,565400,604560,93.52256186,733700,733700,604560,121.3609898,609950,609950,604560,100.8915575
3422,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bunga Tanjung,Huria HKBP Elsadhay Bukit Kerikil,2636700,2092200,6138000,34.08602151,3314300,3314300,6138000,53.99641577,3313200,3313200,6138000,53.97849462,2283600,2283600,6138000,37.20430108,2293500,2293500,6138000,37.3655914,2751100,2751100,6138000,44.82078853,2715900,2715900,6138000,44.24731183,1508100,1508100,6138000,24.56989247,1854600,1854600,6138000,30.21505376,2904000,2904000,6138000,47.31182796,1546050,1546050,6138000,25.18817204,2681800,2681800,6138000,43.69175627,1569150,1569150,2940972,53.35480923,1974500,1974500,2940972,67.13766741,2714800,2714800,2940972,92.30961736,1920050,1920050,2940972,65.2862387,1721500,1721500,2940972,58.53506936,1938200,1938200,2940972,65.9033816,1994300,1994300,2940972,67.81091421
3423,Distrik XXX Distrik Riau Pesisir,Resort HKBP Dame,Huria HKBP Dame,27980150,27980150,30690000,91.1702509,28416025,28416025,30690000,92.59050179,33444950,33444950,30690000,108.9767025,51201150,51201150,30690000,166.8333333,41342950,41342950,30690000,134.7114695,32992850,32992850,30690000,107.5035842,39487800,39487800,30690000,128.6666667,33598950,33598950,30690000,109.4784946,35367750,35367750,30690000,115.2419355,37196225,37196225,30690000,121.1998208,40668650,40668650,30690000,132.5143369,60743100,60743100,30690000,197.9247312,25971550,25971550,41490346,62.59660982,29234425,29234425,41490346,70.46078864,50743825,50743825,41490346,122.302728,34119250,34119250,41490346,82.23419009,39010400,39010400,41490346,94.02283606,41732900,41732900,41490346,100.5846035,33367400,33367400,41490346,80.4220818
3424,Distrik XXX Distrik Riau Pesisir,Resort HKBP Dame,Huria HKBP Bethania,8442775,8442775,10741500,78.59959037,8411425,8411425,10741500,78.30773169,9004930,9004930,10741500,83.83307732,13276725,13276725,10741500,123.6021505,10868000,10868000,10741500,101.1776754,8637750,8637750,10741500,80.41474654,12877150,12877150,10741500,119.8822325,8142750,8142750,10741500,75.80645161,10794520,10794520,10741500,100.4935996,10445875,10445875,10741500,97.24782386,9532050,9532050,10741500,88.74039939,24073775,24073775,10741500,224.1193036,8737300,8737300,11526844,75.79958573,8604750,8604750,11526844,74.64966126,19765900,19765900,11526844,171.477119,16104000,16104000,11526844,139.7086661,15102725,15102725,11526844,131.0222035,13963675,13963675,11526844,121.1404874,14359950,14359950,11526844,124.5783321
3425,Distrik XXX Distrik Riau Pesisir,Resort HKBP Dame,Huria HKBP Sintanauli,2098800,2098800,21483000,9.769585253,1254000,1254000,21483000,5.837173579,1720950,1720950,21483000,8.010752688,3375350,3375350,21483000,15.71172555,1761100,1761100,21483000,8.197644649,1079100,1079100,21483000,5.023041475,1476200,1476200,21483000,6.871479775,2413400,2413400,21483000,11.23399898,1498750,1498750,21483000,6.976446493,3223550,3223550,21483000,15.00512033,1569700,1569700,21483000,7.306707629,5034425,5034425,21483000,23.43445981,1750925,1750925,2081067,84.13592643,2046550,2046550,2081067,98.34137969,3072850,3072850,2081067,147.6574277,2182950,2182950,2081067,104.8957097,2302575,2302575,2081067,110.6439629,2097700,2097700,2081067,100.7992535,1833700,1833700,2081067,88.11345334
3426,Distrik XXX Distrik Riau Pesisir,Resort HKBP Dame,Huria HKBP Reminiscere,3535400,3535400,10741500,32.91346646,4333450,4333450,10741500,40.34306196,5988950,5988950,10741500,55.75524834,6299700,6299700,10741500,58.64823349,5887200,5887200,10741500,54.80798771,4524300,4524300,10741500,42.11981567,6443800,6443800,10741500,59.98975934,4028750,4028750,10741500,37.50640041,5161200,5161200,10741500,48.04915515,7031750,7031750,10741500,65.46338966,5370750,5370750,10741500,50,11300850,11300850,10741500,105.2073733,3711950,3711950,6033472,61.52261915,3262600,3262600,6033472,54.07500027,8074550,8074550,6033472,133.8292446,4924700,4924700,6033472,81.6229859,6383850,6383850,6033472,105.8072367,7035600,7035600,6033472,116.6094746,6103350,6103350,6033472,101.1581723
3427,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Bukittua Balam KM-32,11493902,11493902,21483000,53.50231346,8938050,8938050,21483000,41.60522273,12442375,12442375,21483000,57.91730671,15983550,15983550,21483000,74.40092166,12508375,12508375,21483000,58.22452637,12769350,12769350,21483000,59.43932412,23866975,23866975,21483000,111.0970302,14636875,14636875,21483000,68.13236047,11032450,11032450,21483000,51.35432668,15118675,15118675,21483000,70.375064,14655300,14655300,21483000,68.21812596,23047475,23047475,21483000,107.2823861,12256475,12256475,15635237,78.39008133,8751325,8751325,15635237,55.97180906,17919550,17919550,15635237,114.6100312,13266825,13266825,15635237,84.85208763,18663150,18663150,15635237,119.3659552,23289475,23289475,15635237,148.9550494,13052050,13052050,15635237,83.47842761
3428,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Tornauli KM-26,4286700,4286700,7672500,55.87096774,2764850,2764850,7672500,36.03584229,4516050,4516050,7672500,58.86021505,6991050,6991050,7672500,91.11827957,5494775,5494775,7672500,71.61648746,5172750,5172750,7672500,67.41935484,5100700,5100700,7672500,66.48028674,3235650,3235650,7672500,42.17204301,3963850,3963850,7672500,51.66308244,5077600,5077600,7672500,66.17921147,4164050,4164050,7672500,54.27240143,8333050,8333050,7672500,108.609319,3814800,3814800,5571453,68.47046901,4321900,4321900,5571453,77.57222398,8087750,8087750,5571453,145.1641071,5942200,5942200,5571453,106.6544042,7078500,7078500,5571453,127.0494429,6040650,6040650,5571453,108.4214477,5041300,5041300,5571453,90.48447506
3429,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Pelita KM-22,7492100,7492100,9207000,81.3739546,4096400,4096400,9207000,44.49223417,7352950,7352950,9207000,79.86260454,10002850,10002850,9207000,108.6439665,7463500,7463500,9207000,81.06332139,8654800,8654800,9207000,94.00238949,11086350,11086350,9207000,120.4121864,8287950,8287950,9207000,90.01792115,9076650,9076650,9207000,98.58422939,8169700,8169700,9207000,88.73357228,9815850,9815850,9207000,106.6129032,15759700,15759700,9207000,171.1708483,7053200,7053200,9128252,77.26780549,4924150,4924150,9128252,53.94406289,12357400,12357400,9128252,135.3753161,9216900,9216900,9128252,100.9711388,6628600,6628600,9128252,72.61631252,12289750,12289750,9128252,134.6342104,10322950,10322950,9128252,113.0879165
3430,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Cintadame,4025450,4025450,6138000,65.58243728,2429900,2429900,6138000,39.58781362,5024250,5024250,6138000,81.85483871,4533100,4533100,6138000,73.85304659,6305200,6305200,6138000,102.7240143,3280750,3280750,6138000,53.44982079,7240200,7240200,6138000,117.9569892,6824400,6824400,6138000,111.1827957,5657300,5657300,6138000,92.16845878,4305400,4305400,6138000,70.14336918,6969600,6969600,6138000,113.5483871,9511700,9511700,6138000,154.9641577,3810400,3810400,5341881,71.33067921,3169650,3169650,5341881,59.33584069,5875100,5875100,5341881,109.9818585,4225100,4225100,5341881,79.09386226,6535100,5695800,5341881,106.6253629,6484500,6484500,5341881,121.389825,5211800,5211800,5341881,97.56488398
3431,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Jetun KM-17,3910500,3910500,6138000,63.70967742,3340150,3340150,6138000,54.41756272,3567850,3567850,6138000,58.12724014,4882350,4882350,6138000,79.54301075,4809200,4809200,6138000,78.35125448,3390750,3390750,6138000,55.24193548,4910400,4910400,6138000,80,3512300,3512300,6138000,57.22222222,3113000,3113000,6138000,50.71684588,4430800,4430800,6138000,72.18637993,4573250,4573250,6138000,74.50716846,6258450,6258450,6138000,101.9623656,3127850,3127850,4585610,68.21011817,2935350,2935350,4585610,64.01220339,4750900,4750900,4585610,103.6045368,4498450,4498450,4585610,98.09927142,4830100,4830100,4585610,105.3316789,5729350,5729350,4585610,124.9419379,3875300,3875300,4585610,84.51002157
3432,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Sei Bangko,0,0,1534500,0,1036750,1036750,1534500,67.56272401,933900,933900,1534500,60.86021505,1196800,1196800,1534500,77.99283154,961400,961400,1534500,62.65232975,742500,742500,1534500,48.38709677,1146750,1146750,1534500,74.7311828,747450,747450,1534500,48.70967742,908600,908600,1534500,59.21146953,1079650,1079650,1534500,70.35842294,703450,703450,1534500,45.84229391,902000,902000,1534500,58.78136201,432300,432300,1164572,37.1209337,649000,649000,1164572,55.7286282,1366200,1366200,1164572,117.3134851,700700,700700,1164572,60.1680274,979000,979000,1164572,84.06521881,862950,862950,1164572,74.10018445,832150,832150,1164572,71.45543599
3433,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Manggala I,418550,418550,1534500,27.27598566,455400,455400,1534500,29.67741935,256300,256300,1534500,16.70250896,615450,480700,1534500,31.32616487,573650,573650,1534500,37.38351254,310200,310200,1534500,20.21505376,1665400,1365100,1534500,88.96057348,1146750,874500,1534500,56.98924731,238150,238150,1534500,15.51971326,768350,589050,1534500,38.38709677,460680,460680,1534500,30.02150538,778800,778800,1534500,50.75268817,355850,355850,623992,57.02797472,301950,301950,623992,48.39004346,729850,729850,623992,116.9646406,343750,343750,623992,55.08884729,606100,320100,623992,51.2987346,338250,338250,623992,54.20742574,377300,377300,623992,60.46551879
3434,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Sukajadi ,1301439,1301439,3069000,42.40596285,882750,882750,3069000,28.76344086,1433850,1433850,3069000,46.72043011,2085050,2085050,3069000,67.9390681,1528175,1528175,3069000,49.79390681,3098150,3098150,3069000,100.9498208,1360425,1360425,3069000,44.32795699,1596100,1596100,3069000,52.00716846,2056450,2056450,3069000,67.00716846,1962950,1962950,3069000,63.96057348,1117050,1117050,3069000,36.39784946,2116950,2116950,3069000,68.97849462,959200,959200,1938959,49.46984439,1745150,1745150,1938959,90.00448179,2394150,2394150,1938959,123.4760508,1757800,1757800,1938959,90.65689372,1675300,1675300,1938959,86.40203326,2453550,2453550,1938959,126.5395503,1486650,1486650,1938959,76.67258565
3435,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Teluk Bano,1032900,1032900,3069000,33.65591398,1433850,1433850,3069000,46.72043011,3075050,2250600,3069000,73.33333333,3339050,2597650,3069000,84.64157706,2460700,2263250,3069000,73.74551971,2066900,2066900,3069000,67.34767025,2591050,2059750,3069000,67.11469534,1805100,1805100,3069000,58.8172043,1509200,1427800,3069000,46.52329749,1585100,1585100,3069000,51.64874552,1247950,854150,3069000,27.83154122,1671450,1671450,3069000,54.46236559,950950,928400,2273191,40.84126675,1041150,1041150,2273191,45.80125471,1963500,1963500,2273191,86.37637576,1538350,1470700,2273191,64.6975991,1948100,1723150,2273191,75.80313313,2346300,2090000,2273191,91.94124031,1394800,1306800,2273191,57.48747026
3436,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Sungaidua,644325,644325,3069000,20.99462366,1018050,1018050,3069000,33.17204301,1052700,1052700,3069000,34.30107527,2130700,2130700,3069000,69.4265233,1499850,1499850,3069000,48.87096774,805200,805200,3069000,26.23655914,1211650,1211650,3069000,39.48028674,940500,940500,3069000,30.64516129,1727000,1727000,3069000,56.27240143,1184700,1184700,3069000,38.60215054,1164900,1164900,3069000,37.95698925,981750,981750,3069000,31.98924731,767800,767800,1387059,55.3545307,796950,796950,1387059,57.45609956,1911800,1911800,1387059,137.8311954,1082950,1082950,1387059,78.07526572,1743500,1743500,1387059,125.6976091,965250,965250,1387059,69.5896858,1423400,1423400,1387059,102.6200039
3437,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Petra,818400,818400,1534500,53.33333333,524425,524425,1534500,34.17562724,671550,671550,1534500,43.76344086,2249500,2249500,1534500,146.5949821,961950,961950,1534500,62.68817204,586300,586300,1534500,38.2078853,1473450,1473450,1534500,96.02150538,800250,800250,1534500,52.15053763,1384350,1384350,1534500,90.21505376,886050,886050,1534500,57.74193548,475750,475750,1534500,31.00358423,927300,927300,1534500,60.43010753,925650,925650,1208437,76.59894558,1053250,1053250,1208437,87.15803968,1197350,1083500,1208437,89.6612732,719442,719442,1208437,59.5349199,945944,789800,1208437,65.35715143,1491050,1491050,1208437,123.3866557,1909050,1909050,1208437,157.9767915
3438,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP Judika,398200,398200,4603500,8.649940263,446435,446435,4603500,9.697729988,697950,697950,4603500,15.16129032,974050,974050,4603500,21.15890084,745800,745800,4603500,16.20071685,587400,587400,4603500,12.75985663,594000,594000,4603500,12.90322581,606100,606100,4603500,13.1660693,565950,565950,4603500,12.29390681,574750,574750,4603500,12.48506571,447700,447700,4603500,9.72520908,606650,606650,4603500,13.17801673,390940,390940,737086,53.03858708,721270,721270,737086,97.8542531,964150,964150,737086,130.8056319,661650,661650,737086,89.76564471,820765,820765,737086,111.352678,950015,950015,737086,128.8879452,676500,676500,737086,91.78033499
3439,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP agave Manggala,1720400,1720400,3069000,56.05734767,852500,852500,3069000,27.77777778,2005300,2005300,3069000,65.34050179,2137850,2137850,3069000,69.65949821,1602700,1602700,3069000,52.22222222,2566300,2566300,3069000,83.62007168,1239700,1239700,3069000,40.39426523,1269400,1269400,3069000,41.36200717,862950,862950,3069000,28.11827957,1389850,1389850,3069000,45.28673835,1183050,1183050,3069000,38.5483871,2342175,2342175,3069000,76.3172043,709500,709500,1962746,36.14833504,858000,858000,1962746,43.71426563,1794100,1794100,1962746,91.4076503,1474550,1474550,1962746,75.12688855,1553475,1553475,1962746,79.14804055,1233100,1233100,1962746,62.82524585,2206325,2206325,1962746,112.4101132
3440,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP GLORIA SUKA JADI KM 16,572000,572000,1534500,37.27598566,484550,484550,1534500,31.57706093,706200,706200,1534500,46.02150538,992200,992200,1534500,64.65949821,1009800,1009800,1534500,65.80645161,668250,668250,1534500,43.5483871,834900,834900,1534500,54.40860215,772750,772750,1534500,50.35842294,704000,704000,1534500,45.8781362,793650,793650,1534500,51.72043011,666600,666600,1534500,43.44086022,974050,974050,1534500,63.47670251,898700,898700,873771,102.8530359,425150,425150,873771,48.65691354,1063150,1063150,873771,121.6737566,600050,600050,873771,68.67359983,779900,779900,873771,89.25679612,747450,747450,873771,85.54300841,589050,589050,873771,67.41468875
3441,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,HKBP Yobel Rumba 2 (Pospel),0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,179850,179850,3000000,5.995,900350,900350,3000000,30.01166667,345400,345400,3000000,11.51333333,430650,430650,3000000,14.355,434500,434500,3000000,14.48333333,83600,83600,3000000,2.786666667
3442,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukittua Balam,Huria HKBP El-Shadai KM 11,1923350,1923350,0,0,873950,873950,0,0,6827150,1736350,0,0,3744400,2652100,0,0,1403600,1403600,0,0,1624700,1624700,0,0,1785300,1785300,0,0,991650,991650,0,0,1812250,1647250,0,0,2050400,2050400,0,0,1541100,1541100,0,0,3359950,3029950,0,0,1097250,1097250,1990297,55.12996302,1795200,1795200,1990297,90.19759363,1747350,1747350,1990297,87.79342982,1740750,1740750,1990297,87.46182102,1701700,1701700,1990297,85.49980229,1574650,1574650,1990297,79.11633289,1897500,1897500,1990297,95.33753003
3443,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukit Zaitun,Huria HKBP Bukit Zaitun,16536300,16536300,30690000,53.88172043,12283150,12283150,30690000,40.02329749,13318250,13318250,30690000,43.39605735,23739650,23739650,30690000,77.35304659,18480550,18480550,30690000,60.21684588,16322350,16322350,30690000,53.18458781,20479800,20479800,30690000,66.7311828,19004700,19004700,30690000,61.92473118,13113650,13113650,30690000,42.72939068,15409350,15409350,30690000,50.20967742,15365900,15365900,30690000,50.06810036,38610550,38610550,30690000,125.8082437,17610450,17610450,20096459,87.62961674,13773100,13773100,20096459,68.53495932,26918650,26918650,20096459,133.9472292,17434450,17434450,20096459,86.75384056,22886600,22886600,20096459,113.8837444,23124750,23124750,20096459,115.068779,16340500,16340500,20096459,81.31034428
3444,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukit Zaitun,Huria HKBP Penerbit,11778800,11778800,18414000,63.96654719,10414250,10414250,18414000,56.55615293,11704548,11704548,18414000,63.56331052,18272649,18272649,18414000,99.23237211,16157350,16157350,18414000,87.74492234,12189099,12189099,18414000,66.1947377,13863298,13863298,18414000,75.28672749,11873397,11873397,18414000,64.48027045,13849549,13849549,18414000,75.21206147,15577095,15577095,18414000,84.59376018,14271400,14271400,18414000,77.50298686,30088569,30088569,18414000,163.4005051,11580795,11580795,15285791,75.76183006,12629097,12629097,15285791,82.6198461,20886792,20886792,15285791,136.6418787,13364171,13364171,15285791,87.4287173,15418143,15418143,15285791,100.8658499,16719995,16719995,15285791,109.3825959,19267044,14535946,15285791,95.09449658
3445,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukit Zaitun,Huria HKBP Eben Ezer Simpang Siak,652300,652300,1534500,42.50896057,938850,938850,1534500,61.1827957,1070850,1070850,1534500,69.78494624,1338150,1338150,1534500,87.20430108,1603250,1603250,1534500,104.4802867,1258400,1258400,1534500,82.00716846,1195150,1195150,1534500,77.88530466,1278200,1278200,1534500,83.29749104,1008700,1008700,1534500,65.73476703,1441550,1441550,1534500,93.94265233,1630750,1630750,1534500,106.2724014,2030600,2030600,1534500,132.3297491,834350,834350,1315127,63.44254205,952600,952600,1315127,72.43406911,1333200,1333200,1315127,101.3742399,1365100,1365100,1315127,103.7998612,1115400,1115400,1315127,84.8131017,1316150,1316150,1315127,100.0777872,1268300,882750,1315127,67.12279498
3446,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukit Zaitun,Huria HKBP Mekar Sari,9345050,9345050,10741500,86.99948797,7368838,7368838,10741500,68.60157334,8207650,8207650,10741500,76.41065028,14726250,14726250,10741500,137.0967742,10787150,10787150,10741500,100.4249872,13810500,13810500,10741500,128.5714286,12055450,12055450,10741500,112.2324629,13150500,13150500,10741500,122.4270353,12626350,12626350,10741500,117.547363,9128350,9128350,10741500,84.98207885,7837500,7755000,10741500,72.19662058,25702050,25702050,10741500,239.2780338,8801650,8801650,12655802,69.546363,7777550,7777550,12655802,61.45442225,13713150,13713150,12655802,108.3546503,12336500,12336500,12655802,97.47703069,12085700,12085700,12655802,95.49533092,11284900,11284900,12655802,89.1677983,11355300,11355300,12655802,89.7240649
3447,Distrik XXX Distrik Riau Pesisir,Resort HKBP Bukit Zaitun,Huria HKBP Sola Gratia Tanjung Leban,684750,684750,1534500,44.62365591,563750,563750,1534500,36.73835125,530750,530750,1534500,34.58781362,1712150,1712150,1534500,111.5770609,1861750,1861750,1534500,121.3261649,1091200,1091200,1534500,71.11111111,1544950,1544950,1534500,100.6810036,1453650,1453650,1534500,94.7311828,1203400,1203400,1534500,78.42293907,1297450,1297450,1534500,84.55197133,2354000,2354000,1534500,153.4050179,1802900,1802900,1534500,117.4910394,1024100,1024100,1286573,79.5990589,892100,892100,1286573,69.33924464,2021250,2021250,1286573,157.1034057,1004300,1004300,1286573,78.06008676,1331550,1331550,1286573,103.4958763,1960750,1960750,1286573,152.4009908,1108250,1108250,1286573,86.13969048
3448,Distrik XXX Distrik Riau Pesisir,Resort HKBP Parsaoran Nauli,Huria HKBP Parsaorannauli,14275250,14275250,23017500,62.01911589,14793900,14793900,23017500,64.27240143,13323200,13323200,23017500,57.88291517,23880450,23880450,23017500,103.7491039,17195200,17195200,23017500,74.70489845,13673550,13673550,23017500,59.40501792,17053300,17053300,23017500,74.08841099,15506700,15506700,23017500,67.36917563,14647600,14647600,23017500,63.63679809,16586350,16586350,23017500,72.05973716,15833125,15833125,23017500,68.78733572,25220800,25220800,23017500,109.572282,12720400,12720400,18941162,67.15744261,13980450,13980450,18941162,73.80988558,20187750,20187750,18941162,106.5813702,17114900,17114900,18941162,90.35823673,14489200,14489200,18941162,76.49583484,18354600,18354600,18941162,96.90324173,13827000,13827000,18941162,72.99974521
3449,Distrik XXX Distrik Riau Pesisir,Resort HKBP Parsaoran Nauli,Huria HKBP Sungai Balam,886050,886050,1534500,57.74193548,1461900,1461900,1534500,95.2688172,1290850,1290850,1534500,84.1218638,2241800,2241800,1534500,146.09319,1938200,1938200,1534500,126.3082437,1538350,1538350,1534500,100.2508961,1630750,1630750,1534500,106.2724014,1505350,1505350,1534500,98.10035842,2032250,2032250,1534500,132.437276,1535050,1535050,1534500,100.0358423,1048850,1048850,1534500,68.35125448,1173150,1173150,1534500,76.4516129,727100,727100,1784124,40.75389379,464750,464750,1784124,26.04919837,2015200,2015200,1784124,112.9517903,1142350,1142350,1784124,64.02862133,1965700,667150,1784124,37.39370133,1067550,0,1784124,0,0,0,1784124,0
3450,Distrik XXX Distrik Riau Pesisir,Resort HKBP Parsaoran Nauli,Huria HKBP Sungai Rumbia 1,681450,681450,1534500,44.40860215,869000,869000,1534500,56.63082437,1717100,1057100,1534500,68.88888889,1470150,1470150,1534500,95.80645161,1980000,1323850,1534500,86.27240143,1070300,818400,1534500,53.33333333,1130250,1130250,1534500,73.65591398,822800,822800,1534500,53.62007168,1085150,1085150,1534500,70.71684588,1577400,1577400,1534500,102.7956989,1045000,880000,1534500,57.34767025,1767700,1668700,1534500,108.7455197,623700,623700,1125375,55.42152616,826100,826100,1125375,73.40664223,1467950,1272700,1125375,113.0911918,826100,606100,1125375,53.85760302,1020250,1020250,1125375,90.65866933,746900,746900,1125375,66.36898812,1445950,957550,1125375,85.08719316
